,player1,player2,result,p1name,p2name
24043,78,19,1,gogoat,hitmonlee
24044,78,20,2,gogoat,hitmonchan
24045,78,21,1,gogoat,mawile
24046,78,22,2,gogoat,farfech'd
24047,78,23,2,gogoat,chancey
24048,78,24,2,gogoat,kangaskhan
24049,78,25,2,gogoat,tauros
24050,78,26,1,gogoat,ditto
24051,78,27,2,gogoat,snorlax
24052,78,28,1,gogoat,mew
24053,78,29,2,gogoat,celebi EX
24054,78,30,2,gogoat,dhelmise
24055,78,31,2,gogoat,cramorant
24056,78,32,1,gogoat,dedenne
24057,78,33,2,gogoat,mew EX
24058,78,34,1,gogoat,sigilyph
24059,78,35,2,gogoat,marshadow
24060,78,36,2,gogoat,stonejourner
24061,78,37,2,gogoat,druddigon
24062,78,38,1,gogoat,tauros
24063,78,39,1,gogoat,chatot
24064,78,40,2,gogoat,carnivine
24065,78,41,2,gogoat,mow rotom
24066,78,42,1,gogoat,shaymin
24067,78,43,2,gogoat,heat rotom
24068,78,44,2,gogoat,regice
24069,78,45,2,gogoat,wash rotom
24070,78,46,1,gogoat,frost rotom
24071,78,47,2,gogoat,palkia EX
24072,78,48,1,gogoat,manaphy
24073,78,49,2,gogoat,pachirisu EX
24074,78,50,1,gogoat,rotom
24075,78,51,1,gogoat,uxie
24076,78,52,1,gogoat,mespirit
24077,78,53,1,gogoat,azelf
24078,78,54,2,gogoat,giratina
24079,78,55,2,gogoat,cresselia
24080,78,56,2,gogoat,himontop
24081,78,57,1,gogoat,regirock
24082,78,58,1,gogoat,spiritomb
24083,78,59,2,gogoat,darkrai
24084,78,60,2,gogoat,darkrai EX
24085,78,61,1,gogoat,skarmory
24086,78,62,2,gogoat,registeel
24087,78,63,2,gogoat,dialga EX
24088,78,64,2,gogoat,heatran
24089,78,65,1,gogoat,chatot
24090,78,66,2,gogoat,fan rotom
24091,78,67,2,gogoat,regigigas
24092,78,68,2,gogoat,lapras EX
24093,78,69,2,gogoat,cresselia EX
24094,78,70,2,gogoat,parasect
24095,78,71,2,gogoat,venomoth
24096,78,72,2,gogoat,exeggutor
24097,78,73,2,gogoat,exeggutor
24098,78,74,2,gogoat,exeggutor EX
24099,78,75,2,gogoat,exeggutor EX
24100,78,76,2,gogoat,whimsicott
24101,78,77,1,gogoat,lilligant
24102,78,78,1,gogoat,gogoat
24103,78,79,2,gogoat,ninetales
24104,78,80,2,gogoat,arcanine
24105,78,81,2,gogoat,arcanine EX
24106,78,82,2,gogoat,rapidash
24107,78,83,2,gogoat,rapidash
24108,78,84,2,gogoat,flareon
24109,78,85,2,gogoat,flareon
24110,78,86,2,gogoat,flareon
24111,78,87,2,gogoat,flareon
24112,78,88,2,gogoat,slazzle
24113,78,89,2,gogoat,slazzle
24114,78,90,1,gogoat,centiskorch
24115,78,91,2,gogoat,golduck
24116,78,92,2,gogoat,tentacruel
24117,78,93,2,gogoat,dewgong
24118,78,94,1,gogoat,cloyster
24119,78,95,2,gogoat,kingler
24120,78,96,1,gogoat,seadra
24121,78,97,2,gogoat,seaking
24122,78,98,2,gogoat,starmie
24123,78,99,2,gogoat,starmie EX
24124,78,100,1,gogoat,gyarados
24125,78,101,1,gogoat,gyarados
24126,78,102,2,gogoat,vaporeon
24127,78,103,2,gogoat,vaporeon
24128,78,104,2,gogoat,vaporeon
24129,78,105,2,gogoat,vaporeon
24130,78,106,2,gogoat,swanna
24131,78,107,1,gogoat,frosmoth
24132,78,108,2,gogoat,raichu
24133,78,109,2,gogoat,raichu
24134,78,110,1,gogoat,electrode
24135,78,111,1,gogoat,electrode
24136,78,112,1,gogoat,jolteon
24137,78,113,1,gogoat,jolteon
24138,78,114,1,gogoat,jolteon
24139,78,115,1,gogoat,jolteon
24140,78,116,1,gogoat,zebstrika
24141,78,117,2,gogoat,heliolisk
24142,78,118,2,gogoat,clefable
24143,78,119,2,gogoat,slowbro
24144,78,120,1,gogoat,hypno
24145,78,121,2,gogoat,swoobat
24146,78,122,2,gogoat,golurk
24147,78,123,2,gogoat,sandslash
24148,78,124,1,gogoat,dugtrio
24149,78,125,2,gogoat,primape
24150,78,126,2,gogoat,primape
24151,78,127,2,gogoat,primape
24152,78,128,2,gogoat,marowak
24153,78,129,1,gogoat,marowak EX
24154,78,130,2,gogoat,mienshao
24155,78,131,2,gogoat,grapploct
24156,78,132,2,gogoat,arbok
24157,78,133,1,gogoat,golbat
24158,78,134,1,gogoat,muk
24159,78,135,2,gogoat,weezing
24160,78,136,2,gogoat,weezing
24161,78,137,2,gogoat,bisharp
24162,78,138,2,gogoat,melmetal
24163,78,139,2,gogoat,raticate
24164,78,140,2,gogoat,fearow
24165,78,141,2,gogoat,wigglytuff
24166,78,142,2,gogoat,wigglytuff
24167,78,143,2,gogoat,wigglytuff EX
24168,78,144,1,gogoat,wigglytuff EX
24169,78,145,1,gogoat,persian
24170,78,146,2,gogoat,dodrio
24171,78,147,1,gogoat,aerodactyl
24172,78,148,1,gogoat,cinccino
24173,78,149,2,gogoat,dubwool
24174,78,150,2,gogoat,marowak EX
24175,78,151,1,gogoat,exeggutor
24176,78,152,2,gogoat,exeggutor
24177,78,153,2,gogoat,shiinotic
24178,78,154,2,gogoat,rapidash
24179,78,155,2,gogoat,rapidash
24180,78,156,1,gogoat,volcarona
24181,78,157,2,gogoat,salazzle
24182,78,158,2,gogoat,salazzle
24183,78,159,2,gogoat,gyarados EX
24184,78,160,2,gogoat,gyarados EX
24185,78,161,2,gogoat,vaporeon
24186,78,162,2,gogoat,vaporeon
24187,78,163,2,gogoat,vaporeon
24188,78,164,2,gogoat,vaporeon
24189,78,165,1,gogoat,lumineon
24190,78,166,1,gogoat,lumineon
24191,78,167,2,gogoat,drednaw
24192,78,168,1,gogoat,raichu
24193,78,169,1,gogoat,raichu
24194,78,170,2,gogoat,galvantula
24195,78,171,1,gogoat,beheeyem
24196,78,172,2,gogoat,slurpuff
24197,78,173,2,gogoat,primape
24198,78,174,2,gogoat,primape
24199,78,175,2,gogoat,primape
24200,78,176,2,gogoat,aerodactyl EX
24201,78,177,2,gogoat,weezing
24202,78,178,1,gogoat,weezing
24203,78,179,1,gogoat,liepard
24204,78,180,2,gogoat,tangrowth
24205,78,181,2,gogoat,tangrowth
24206,78,182,2,gogoat,yanmega EX
24207,78,183,2,gogoat,roserade
24208,78,184,2,gogoat,kricketune
24209,78,185,1,gogoat,wormadam
24210,78,186,2,gogoat,vespiqueen
24211,78,187,1,gogoat,leafeon
24212,78,188,2,gogoat,leafeon
24213,78,189,1,gogoat,leafeon
24214,78,190,1,gogoat,leafeon
24215,78,191,2,gogoat,magmortar
24216,78,192,2,gogoat,magmortar
24217,78,193,2,gogoat,magmortar
24218,78,194,2,gogoat,magcargo
24219,78,195,2,gogoat,floatzel
24220,78,196,2,gogoat,gastrodon
24221,78,197,2,gogoat,lumineon
24222,78,198,2,gogoat,lumineon
24223,78,199,1,gogoat,abomasnow
24224,78,200,2,gogoat,glaceon
24225,78,201,2,gogoat,glaceon
24226,78,202,2,gogoat,glaceon
24227,78,203,2,gogoat,glaceon
24228,78,204,2,gogoat,electrode
24229,78,205,2,gogoat,electrode
24230,78,206,2,gogoat,electivire
24231,78,207,2,gogoat,electivire
24232,78,208,2,gogoat,electivire
24233,78,209,2,gogoat,mismagius EX
24234,78,210,2,gogoat,mismagius EX
24235,78,211,2,gogoat,drifblim
24236,78,212,1,gogoat,gliscor
24237,78,213,1,gogoat,wormadam
24238,78,214,2,gogoat,lucario
24239,78,215,2,gogoat,hippowdon
24240,78,216,2,gogoat,honchcrow
24241,78,217,2,gogoat,weavile EX
24242,78,218,2,gogoat,mightyena
24243,78,219,2,gogoat,skuntank
24244,78,220,2,gogoat,drapion
24245,78,221,2,gogoat,toxicroak
24246,78,222,2,gogoat,wormadam
24247,78,223,2,gogoat,bronzong
24248,78,224,2,gogoat,probopass
24249,78,225,2,gogoat,lickilicky EX
24250,78,226,2,gogoat,lickilicky EX
24251,78,227,2,gogoat,ambipom
24252,78,228,2,gogoat,bibarel
24253,78,229,1,gogoat,lopunny
24254,78,230,1,gogoat,purugly
24255,78,231,2,gogoat,Venusaur
24256,78,232,2,gogoat,Venusaur Ex
24257,78,233,2,gogoat,Butterfree
24258,78,234,2,gogoat,Beedrill
24259,78,235,1,gogoat,Vileplume
24260,78,236,1,gogoat,Vileplume
24261,78,237,2,gogoat,Vileplume
24262,78,238,2,gogoat,Vileplume
24263,78,239,2,gogoat,Victreebel
24264,78,240,1,gogoat,Charizard
24265,78,241,2,gogoat,Charizard Ex
24266,78,242,2,gogoat,Blastoise
24267,78,243,2,gogoat,Blastoise Ex
24268,78,244,1,gogoat,Poliwrath
24269,78,245,2,gogoat,Omastar
24270,78,246,2,gogoat,Greninja
24271,78,247,2,gogoat,Eelektross
24272,78,248,2,gogoat,Alakazam
24273,78,249,2,gogoat,Gengar
24274,78,250,2,gogoat,Gengar
24275,78,251,2,gogoat,Gengar Ex
24276,78,252,2,gogoat,Gengar Ex
24277,78,253,2,gogoat,Gardevoir
24278,78,254,2,gogoat,Gardevoir
24279,78,255,2,gogoat,Machamp
24280,78,256,2,gogoat,Machamp Ex
24281,78,257,1,gogoat,Golem
24282,78,258,2,gogoat,Golem
24283,78,259,1,gogoat,Golem
24284,78,260,1,gogoat,Golem
24285,78,261,2,gogoat,Kabutops
24286,78,262,2,gogoat,Nidoqueen
24287,78,263,2,gogoat,Nidoking
24288,78,264,2,gogoat,Dragonite
24289,78,265,2,gogoat,Pidgeot
24290,78,266,2,gogoat,Pidgeot
24291,78,267,2,gogoat,Pidgeot
24292,78,268,2,gogoat,Pidgeot
24293,78,269,2,gogoat,Serperior
24294,78,270,2,gogoat,Serperior
24295,78,271,2,gogoat,Florges
24296,78,272,1,gogoat,Golem
24297,78,273,2,gogoat,Golem
24298,78,274,1,gogoat,Golem
24299,78,275,1,gogoat,Golem
24300,78,276,2,gogoat,Scolipede
24301,78,277,2,gogoat,Pidgeot Ex
24302,78,278,2,gogoat,Pidgeot Ex
24303,78,279,2,gogoat,Pidgeot Ex
24304,78,280,2,gogoat,Pidgeot Ex
24305,78,281,2,gogoat,Bellossom
24306,78,282,2,gogoat,Bellossom
24307,78,283,2,gogoat,Bellossom
24308,78,284,2,gogoat,Bellossom
24309,78,285,2,gogoat,Torterra
24310,78,286,2,gogoat,Infernape Ex
24311,78,287,2,gogoat,Mamoswine
24312,78,288,2,gogoat,Empoleon
24313,78,289,2,gogoat,Magnezone
24314,78,290,2,gogoat,Magnezone
24315,78,291,2,gogoat,Magnezone
24316,78,292,2,gogoat,Magnezone
24317,78,293,2,gogoat,Luxray
24318,78,294,2,gogoat,Togekiss
24319,78,295,1,gogoat,Dusknoir
24320,78,296,2,gogoat,Rhyperior
24321,78,297,2,gogoat,Rhyperior
24322,78,298,2,gogoat,Rhyperior
24323,78,299,2,gogoat,Rhyperior
24324,78,300,2,gogoat,Rampardos
24325,78,301,1,gogoat,Gallade Ex
24326,78,302,2,gogoat,Gallade Ex
24327,78,303,2,gogoat,Bastidon
24328,78,304,2,gogoat,Garchomp
24329,78,305,2,gogoat,Porygon-Z
24330,78,306,2,gogoat,Porygon-Z
24331,78,307,1,gogoat,Staraptor
24332,79,0,1,ninetales,scyther
24333,79,1,1,ninetales,pinsir
24334,79,2,2,ninetales,moltres
24335,79,3,2,ninetales,moltres EX
24336,79,4,1,ninetales,heatmor
24337,79,5,2,ninetales,lapras
24338,79,6,1,ninetales,articuno
24339,79,7,2,ninetales,articuno EX
24340,79,8,2,ninetales,pyukumuku
24341,79,9,1,ninetales,bruxish
24342,79,10,1,ninetales,pikachu EX
24343,79,11,2,ninetales,zapdos
24344,79,12,2,ninetales,zapdos EX
24345,79,13,1,ninetales,pincurchin
24346,79,14,1,ninetales,mr. mime
24347,79,15,1,ninetales,jynx
24348,79,16,1,ninetales,mewtwo
24349,79,17,2,ninetales,mewtwo EX
24350,79,18,1,ninetales,onix
24351,79,19,1,ninetales,hitmonlee
24352,79,20,1,ninetales,hitmonchan
24353,79,21,1,ninetales,mawile
24354,79,22,1,ninetales,farfech'd
24355,79,23,1,ninetales,chancey
24356,79,24,2,ninetales,kangaskhan
24357,79,25,2,ninetales,tauros
24358,79,26,1,ninetales,ditto
24359,79,27,1,ninetales,snorlax
24360,79,28,1,ninetales,mew
24361,79,29,2,ninetales,celebi EX
24362,79,30,1,ninetales,dhelmise
24363,79,31,1,ninetales,cramorant
24364,79,32,1,ninetales,dedenne
24365,79,33,2,ninetales,mew EX
24366,79,34,1,ninetales,sigilyph
24367,79,35,1,ninetales,marshadow
24368,79,36,2,ninetales,stonejourner
24369,79,37,1,ninetales,druddigon
24370,79,38,1,ninetales,tauros
24371,79,39,1,ninetales,chatot
24372,79,40,1,ninetales,carnivine
24373,79,41,2,ninetales,mow rotom
24374,79,42,1,ninetales,shaymin
24375,79,43,1,ninetales,heat rotom
24376,79,44,2,ninetales,regice
24377,79,45,2,ninetales,wash rotom
24378,79,46,1,ninetales,frost rotom
24379,79,47,2,ninetales,palkia EX
24380,79,48,1,ninetales,manaphy
24381,79,49,1,ninetales,pachirisu EX
24382,79,50,1,ninetales,rotom
24383,79,51,1,ninetales,uxie
24384,79,52,1,ninetales,mespirit
24385,79,53,1,ninetales,azelf
24386,79,54,1,ninetales,giratina
24387,79,55,2,ninetales,cresselia
24388,79,56,1,ninetales,himontop
24389,79,57,1,ninetales,regirock
24390,79,58,1,ninetales,spiritomb
24391,79,59,1,ninetales,darkrai
24392,79,60,2,ninetales,darkrai EX
24393,79,61,1,ninetales,skarmory
24394,79,62,1,ninetales,registeel
24395,79,63,2,ninetales,dialga EX
24396,79,64,1,ninetales,heatran
24397,79,65,1,ninetales,chatot
24398,79,66,2,ninetales,fan rotom
24399,79,67,1,ninetales,regigigas
24400,79,68,2,ninetales,lapras EX
24401,79,69,1,ninetales,cresselia EX
24402,79,70,1,ninetales,parasect
24403,79,71,1,ninetales,venomoth
24404,79,72,2,ninetales,exeggutor
24405,79,73,2,ninetales,exeggutor
24406,79,74,2,ninetales,exeggutor EX
24407,79,75,2,ninetales,exeggutor EX
24408,79,76,1,ninetales,whimsicott
24409,79,77,1,ninetales,lilligant
24410,79,78,1,ninetales,gogoat
24411,79,79,2,ninetales,ninetales
24412,79,80,2,ninetales,arcanine
24413,79,81,2,ninetales,arcanine EX
24414,79,82,2,ninetales,rapidash
24415,79,83,2,ninetales,rapidash
24416,79,84,2,ninetales,flareon
24417,79,85,2,ninetales,flareon
24418,79,86,2,ninetales,flareon
24419,79,87,2,ninetales,flareon
24420,79,88,1,ninetales,slazzle
24421,79,89,1,ninetales,slazzle
24422,79,90,1,ninetales,centiskorch
24423,79,91,2,ninetales,golduck
24424,79,92,2,ninetales,tentacruel
24425,79,93,2,ninetales,dewgong
24426,79,94,2,ninetales,cloyster
24427,79,95,2,ninetales,kingler
24428,79,96,1,ninetales,seadra
24429,79,97,2,ninetales,seaking
24430,79,98,2,ninetales,starmie
24431,79,99,2,ninetales,starmie EX
24432,79,100,1,ninetales,gyarados
24433,79,101,1,ninetales,gyarados
24434,79,102,2,ninetales,vaporeon
24435,79,103,2,ninetales,vaporeon
24436,79,104,2,ninetales,vaporeon
24437,79,105,1,ninetales,vaporeon
24438,79,106,1,ninetales,swanna
24439,79,107,1,ninetales,frosmoth
24440,79,108,1,ninetales,raichu
24441,79,109,1,ninetales,raichu
24442,79,110,1,ninetales,electrode
24443,79,111,1,ninetales,electrode
24444,79,112,1,ninetales,jolteon
24445,79,113,1,ninetales,jolteon
24446,79,114,1,ninetales,jolteon
24447,79,115,1,ninetales,jolteon
24448,79,116,1,ninetales,zebstrika
24449,79,117,1,ninetales,heliolisk
24450,79,118,2,ninetales,clefable
24451,79,119,1,ninetales,slowbro
24452,79,120,1,ninetales,hypno
24453,79,121,1,ninetales,swoobat
24454,79,122,1,ninetales,golurk
24455,79,123,2,ninetales,sandslash
24456,79,124,1,ninetales,dugtrio
24457,79,125,1,ninetales,primape
24458,79,126,1,ninetales,primape
24459,79,127,1,ninetales,primape
24460,79,128,1,ninetales,marowak
24461,79,129,2,ninetales,marowak EX
24462,79,130,1,ninetales,mienshao
24463,79,131,1,ninetales,grapploct
24464,79,132,2,ninetales,arbok
24465,79,133,1,ninetales,golbat
24466,79,134,1,ninetales,muk
24467,79,135,2,ninetales,weezing
24468,79,136,2,ninetales,weezing
24469,79,137,1,ninetales,bisharp
24470,79,138,1,ninetales,melmetal
24471,79,139,1,ninetales,raticate
24472,79,140,2,ninetales,fearow
24473,79,141,2,ninetales,wigglytuff
24474,79,142,2,ninetales,wigglytuff
24475,79,143,1,ninetales,wigglytuff EX
24476,79,144,1,ninetales,wigglytuff EX
24477,79,145,1,ninetales,persian
24478,79,146,1,ninetales,dodrio
24479,79,147,1,ninetales,aerodactyl
24480,79,148,1,ninetales,cinccino
24481,79,149,1,ninetales,dubwool
24482,79,150,2,ninetales,marowak EX
24483,79,151,1,ninetales,exeggutor
24484,79,152,1,ninetales,exeggutor
24485,79,153,1,ninetales,shiinotic
24486,79,154,2,ninetales,rapidash
24487,79,155,2,ninetales,rapidash
24488,79,156,1,ninetales,volcarona
24489,79,157,1,ninetales,salazzle
24490,79,158,1,ninetales,salazzle
24491,79,159,1,ninetales,gyarados EX
24492,79,160,1,ninetales,gyarados EX
24493,79,161,1,ninetales,vaporeon
24494,79,162,1,ninetales,vaporeon
24495,79,163,1,ninetales,vaporeon
24496,79,164,1,ninetales,vaporeon
24497,79,165,1,ninetales,lumineon
24498,79,166,1,ninetales,lumineon
24499,79,167,2,ninetales,drednaw
24500,79,168,1,ninetales,raichu
24501,79,169,1,ninetales,raichu
24502,79,170,1,ninetales,galvantula
24503,79,171,1,ninetales,beheeyem
24504,79,172,2,ninetales,slurpuff
24505,79,173,1,ninetales,primape
24506,79,174,2,ninetales,primape
24507,79,175,1,ninetales,primape
24508,79,176,2,ninetales,aerodactyl EX
24509,79,177,1,ninetales,weezing
24510,79,178,1,ninetales,weezing
24511,79,179,1,ninetales,liepard
24512,79,180,1,ninetales,tangrowth
24513,79,181,1,ninetales,tangrowth
24514,79,182,2,ninetales,yanmega EX
24515,79,183,1,ninetales,roserade
24516,79,184,1,ninetales,kricketune
24517,79,185,1,ninetales,wormadam
24518,79,186,1,ninetales,vespiqueen
24519,79,187,1,ninetales,leafeon
24520,79,188,1,ninetales,leafeon
24521,79,189,1,ninetales,leafeon
24522,79,190,1,ninetales,leafeon
24523,79,191,1,ninetales,magmortar
24524,79,192,1,ninetales,magmortar
24525,79,193,1,ninetales,magmortar
24526,79,194,1,ninetales,magcargo
24527,79,195,2,ninetales,floatzel
24528,79,196,1,ninetales,gastrodon
24529,79,197,2,ninetales,lumineon
24530,79,198,2,ninetales,lumineon
24531,79,199,1,ninetales,abomasnow
24532,79,200,1,ninetales,glaceon
24533,79,201,2,ninetales,glaceon
24534,79,202,2,ninetales,glaceon
24535,79,203,1,ninetales,glaceon
24536,79,204,1,ninetales,electrode
24537,79,205,1,ninetales,electrode
24538,79,206,1,ninetales,electivire
24539,79,207,1,ninetales,electivire
24540,79,208,2,ninetales,electivire
24541,79,209,2,ninetales,mismagius EX
24542,79,210,1,ninetales,mismagius EX
24543,79,211,2,ninetales,drifblim
24544,79,212,1,ninetales,gliscor
24545,79,213,1,ninetales,wormadam
24546,79,214,2,ninetales,lucario
24547,79,215,1,ninetales,hippowdon
24548,79,216,2,ninetales,honchcrow
24549,79,217,2,ninetales,weavile EX
24550,79,218,1,ninetales,mightyena
24551,79,219,1,ninetales,skuntank
24552,79,220,2,ninetales,drapion
24553,79,221,1,ninetales,toxicroak
24554,79,222,1,ninetales,wormadam
24555,79,223,1,ninetales,bronzong
24556,79,224,1,ninetales,probopass
24557,79,225,1,ninetales,lickilicky EX
24558,79,226,1,ninetales,lickilicky EX
24559,79,227,2,ninetales,ambipom
24560,79,228,2,ninetales,bibarel
24561,79,229,1,ninetales,lopunny
24562,79,230,1,ninetales,purugly
24563,79,231,1,ninetales,Venusaur
24564,79,232,1,ninetales,Venusaur Ex
24565,79,233,1,ninetales,Butterfree
24566,79,234,2,ninetales,Beedrill
24567,79,235,1,ninetales,Vileplume
24568,79,236,1,ninetales,Vileplume
24569,79,237,1,ninetales,Vileplume
24570,79,238,1,ninetales,Vileplume
24571,79,239,1,ninetales,Victreebel
24572,79,240,1,ninetales,Charizard
24573,79,241,1,ninetales,Charizard Ex
24574,79,242,2,ninetales,Blastoise
24575,79,243,2,ninetales,Blastoise Ex
24576,79,244,2,ninetales,Poliwrath
24577,79,245,1,ninetales,Omastar
24578,79,246,2,ninetales,Greninja
24579,79,247,2,ninetales,Eelektross
24580,79,248,2,ninetales,Alakazam
24581,79,249,2,ninetales,Gengar
24582,79,250,1,ninetales,Gengar
24583,79,251,2,ninetales,Gengar Ex
24584,79,252,2,ninetales,Gengar Ex
24585,79,253,1,ninetales,Gardevoir
24586,79,254,1,ninetales,Gardevoir
24587,79,255,2,ninetales,Machamp
24588,79,256,2,ninetales,Machamp Ex
24589,79,257,1,ninetales,Golem
24590,79,258,1,ninetales,Golem
24591,79,259,1,ninetales,Golem
24592,79,260,1,ninetales,Golem
24593,79,261,2,ninetales,Kabutops
24594,79,262,1,ninetales,Nidoqueen
24595,79,263,2,ninetales,Nidoking
24596,79,264,1,ninetales,Dragonite
24597,79,265,2,ninetales,Pidgeot
24598,79,266,2,ninetales,Pidgeot
24599,79,267,1,ninetales,Pidgeot
24600,79,268,2,ninetales,Pidgeot
24601,79,269,1,ninetales,Serperior
24602,79,270,1,ninetales,Serperior
24603,79,271,2,ninetales,Florges
24604,79,272,1,ninetales,Golem
24605,79,273,1,ninetales,Golem
24606,79,274,1,ninetales,Golem
24607,79,275,1,ninetales,Golem
24608,79,276,2,ninetales,Scolipede
24609,79,277,1,ninetales,Pidgeot Ex
24610,79,278,1,ninetales,Pidgeot Ex
24611,79,279,1,ninetales,Pidgeot Ex
24612,79,280,1,ninetales,Pidgeot Ex
24613,79,281,2,ninetales,Bellossom
24614,79,282,2,ninetales,Bellossom
24615,79,283,2,ninetales,Bellossom
24616,79,284,2,ninetales,Bellossom
24617,79,285,1,ninetales,Torterra
24618,79,286,2,ninetales,Infernape Ex
24619,79,287,2,ninetales,Mamoswine
24620,79,288,2,ninetales,Empoleon
24621,79,289,2,ninetales,Magnezone
24622,79,290,2,ninetales,Magnezone
24623,79,291,2,ninetales,Magnezone
24624,79,292,2,ninetales,Magnezone
24625,79,293,1,ninetales,Luxray
24626,79,294,2,ninetales,Togekiss
24627,79,295,1,ninetales,Dusknoir
24628,79,296,1,ninetales,Rhyperior
24629,79,297,1,ninetales,Rhyperior
24630,79,298,1,ninetales,Rhyperior
24631,79,299,1,ninetales,Rhyperior
24632,79,300,2,ninetales,Rampardos
24633,79,301,1,ninetales,Gallade Ex
24634,79,302,1,ninetales,Gallade Ex
24635,79,303,1,ninetales,Bastidon
24636,79,304,2,ninetales,Garchomp
24637,79,305,1,ninetales,Porygon-Z
24638,79,306,1,ninetales,Porygon-Z
24639,79,307,1,ninetales,Staraptor
24640,80,0,1,arcanine,scyther
24641,80,1,2,arcanine,pinsir
24642,80,2,2,arcanine,moltres
24643,80,3,2,arcanine,moltres EX
24644,80,4,1,arcanine,heatmor
24645,80,5,1,arcanine,lapras
24646,80,6,2,arcanine,articuno
24647,80,7,2,arcanine,articuno EX
24648,80,8,2,arcanine,pyukumuku
24649,80,9,2,arcanine,bruxish
24650,80,10,2,arcanine,pikachu EX
24651,80,11,1,arcanine,zapdos
24652,80,12,2,arcanine,zapdos EX
24653,80,13,1,arcanine,pincurchin
24654,80,14,1,arcanine,mr. mime
24655,80,15,2,arcanine,jynx
24656,80,16,2,arcanine,mewtwo
24657,80,17,2,arcanine,mewtwo EX
24658,80,18,2,arcanine,onix
24659,80,19,1,arcanine,hitmonlee
24660,80,20,1,arcanine,hitmonchan
24661,80,21,1,arcanine,mawile
24662,80,22,1,arcanine,farfech'd
24663,80,23,2,arcanine,chancey
24664,80,24,1,arcanine,kangaskhan
24665,80,25,1,arcanine,tauros
24666,80,26,1,arcanine,ditto
24667,80,27,1,arcanine,snorlax
24668,80,28,1,arcanine,mew
24669,80,29,2,arcanine,celebi EX
24670,80,30,1,arcanine,dhelmise
24671,80,31,1,arcanine,cramorant
24672,80,32,1,arcanine,dedenne
24673,80,33,2,arcanine,mew EX
24674,80,34,1,arcanine,sigilyph
24675,80,35,1,arcanine,marshadow
24676,80,36,2,arcanine,stonejourner
24677,80,37,1,arcanine,druddigon
24678,80,38,1,arcanine,tauros
24679,80,39,1,arcanine,chatot
24680,80,40,2,arcanine,carnivine
24681,80,41,2,arcanine,mow rotom
24682,80,42,1,arcanine,shaymin
24683,80,43,2,arcanine,heat rotom
24684,80,44,2,arcanine,regice
24685,80,45,2,arcanine,wash rotom
24686,80,46,2,arcanine,frost rotom
24687,80,47,2,arcanine,palkia EX
24688,80,48,1,arcanine,manaphy
24689,80,49,2,arcanine,pachirisu EX
24690,80,50,1,arcanine,rotom
24691,80,51,1,arcanine,uxie
24692,80,52,1,arcanine,mespirit
24693,80,53,1,arcanine,azelf
24694,80,54,2,arcanine,giratina
24695,80,55,2,arcanine,cresselia
24696,80,56,1,arcanine,himontop
24697,80,57,1,arcanine,regirock
24698,80,58,1,arcanine,spiritomb
24699,80,59,2,arcanine,darkrai
24700,80,60,2,arcanine,darkrai EX
24701,80,61,1,arcanine,skarmory
24702,80,62,1,arcanine,registeel
24703,80,63,2,arcanine,dialga EX
24704,80,64,1,arcanine,heatran
24705,80,65,1,arcanine,chatot
24706,80,66,2,arcanine,fan rotom
24707,80,67,2,arcanine,regigigas
24708,80,68,2,arcanine,lapras EX
24709,80,69,2,arcanine,cresselia EX
24710,80,70,1,arcanine,parasect
24711,80,71,2,arcanine,venomoth
24712,80,72,2,arcanine,exeggutor
24713,80,73,2,arcanine,exeggutor
24714,80,74,2,arcanine,exeggutor EX
24715,80,75,2,arcanine,exeggutor EX
24716,80,76,1,arcanine,whimsicott
24717,80,77,1,arcanine,lilligant
24718,80,78,1,arcanine,gogoat
24719,80,79,2,arcanine,ninetales
24720,80,80,2,arcanine,arcanine
24721,80,81,2,arcanine,arcanine EX
24722,80,82,1,arcanine,rapidash
24723,80,83,1,arcanine,rapidash
24724,80,84,2,arcanine,flareon
24725,80,85,2,arcanine,flareon
24726,80,86,2,arcanine,flareon
24727,80,87,2,arcanine,flareon
24728,80,88,1,arcanine,slazzle
24729,80,89,1,arcanine,slazzle
24730,80,90,1,arcanine,centiskorch
24731,80,91,2,arcanine,golduck
24732,80,92,2,arcanine,tentacruel
24733,80,93,2,arcanine,dewgong
24734,80,94,2,arcanine,cloyster
24735,80,95,2,arcanine,kingler
24736,80,96,1,arcanine,seadra
24737,80,97,2,arcanine,seaking
24738,80,98,2,arcanine,starmie
24739,80,99,2,arcanine,starmie EX
24740,80,100,1,arcanine,gyarados
24741,80,101,1,arcanine,gyarados
24742,80,102,2,arcanine,vaporeon
24743,80,103,1,arcanine,vaporeon
24744,80,104,2,arcanine,vaporeon
24745,80,105,1,arcanine,vaporeon
24746,80,106,1,arcanine,swanna
24747,80,107,1,arcanine,frosmoth
24748,80,108,1,arcanine,raichu
24749,80,109,1,arcanine,raichu
24750,80,110,1,arcanine,electrode
24751,80,111,1,arcanine,electrode
24752,80,112,1,arcanine,jolteon
24753,80,113,1,arcanine,jolteon
24754,80,114,1,arcanine,jolteon
24755,80,115,1,arcanine,jolteon
24756,80,116,1,arcanine,zebstrika
24757,80,117,2,arcanine,heliolisk
24758,80,118,1,arcanine,clefable
24759,80,119,2,arcanine,slowbro
24760,80,120,1,arcanine,hypno
24761,80,121,1,arcanine,swoobat
24762,80,122,2,arcanine,golurk
